course,hole,field,value,source_url,source_type,notes
rolls_monmouth,14,si,15,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,14,hole_name,Bowling Green,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,14,pro_tip,A smart tee shot should leave roughly 130–150 yards; going too far leaves a tricky pitch to an elevated green.,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,15,par,4,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,15,yards_white,443,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,15,yards_yellow,407,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,15,si,1,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,15,hole_name,The Poplars,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,15,pro_tip,"On the approach, keep the ball below the hole because putts running down this green are extremely quick.",https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,16,par,4,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,16,yards_white,385,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,16,yards_yellow,365,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,16,si,13,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,16,hole_name,Great Oaks,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,16,pro_tip,The approach shot is most important because the wrong club selection leaves a huge putt.,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,17,par,5,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,17,yards_white,556,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,17,yards_yellow,544,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,17,si,5,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,17,hole_name,The Park,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,17,pro_tip,"A testing par 5; on the approach, favour the left side and let the contours feed the ball to the green.",https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,18,par,3,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,18,yards_white,224,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,18,yards_yellow,199,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,18,si,11,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,18,hole_name,The King,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,18,pro_tip,Take enough club to carry the water and avoid the large greenside bunker on this strong finishing par 3.,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,1,images,images/rolls_monmouth/hole_1.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-1.jpg,official_club_asset,official hole planner image
rolls_monmouth,2,images,images/rolls_monmouth/hole_2.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-2.jpg,official_club_asset,official hole planner image
rolls_monmouth,3,images,images/rolls_monmouth/hole_3.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-3.jpg,official_club_asset,official hole planner image
rolls_monmouth,4,images,images/rolls_monmouth/hole_4.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-4.jpg,official_club_asset,official hole planner image
rolls_monmouth,5,images,images/rolls_monmouth/hole_5.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-5.jpg,official_club_asset,official hole planner image
rolls_monmouth,6,images,images/rolls_monmouth/hole_6.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-6.jpg,official_club_asset,official hole planner image
rolls_monmouth,7,images,images/rolls_monmouth/hole_7.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-7.jpg,official_club_asset,official hole planner image
rolls_monmouth,8,images,images/rolls_monmouth/hole_8.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-8.jpg,official_club_asset,official hole planner image
rolls_monmouth,9,images,images/rolls_monmouth/hole_9.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-9.jpg,official_club_asset,official hole planner image
rolls_monmouth,10,images,images/rolls_monmouth/hole_10.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-10.jpg,official_club_asset,official hole planner image
rolls_monmouth,11,images,images/rolls_monmouth/hole_11.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-11.jpg,official_club_asset,official hole planner image
rolls_monmouth,12,images,images/rolls_monmouth/hole_12.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-12.jpg,official_club_asset,official hole planner image
rolls_monmouth,13,images,images/rolls_monmouth/hole_13.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-13.jpg,official_club_asset,official hole planner image
rolls_monmouth,14,images,images/rolls_monmouth/hole_14.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-14.jpg,official_club_asset,official hole planner image
rolls_monmouth,15,images,images/rolls_monmouth/hole_15.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-15.jpg,official_club_asset,official hole planner image
rolls_monmouth,16,images,images/rolls_monmouth/hole_16.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-16.jpg,official_club_asset,official hole planner image
rolls_monmouth,17,images,images/rolls_monmouth/hole_17.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-17.jpg,official_club_asset,official hole planner image
rolls_monmouth,18,images,images/rolls_monmouth/hole_18.jpg,https://www.therollsgolfclub.co.uk/wp-content/uploads/course-planner-hole-18.jpg,official_club_asset,official hole planner image
